"Date","Price","Open","High","Low","Vol.","Change %"
"05/30/2021","1,383.80","1,374.83","1,396.59","1,369.24","1.60B","0.86%"
"05/23/2021","1,371.94","1,347.12","1,382.19","1,334.14","1.62B","2.12%"
"05/16/2021","1,343.46","1,351.08","1,361.66","1,308.80","1.60B","-0.84%"
"05/09/2021","1,354.82","1,375.33","1,378.51","1,291.97","1.95B","-1.41%"
"05/02/2021","1,374.26","1,352.74","1,374.51","1,336.88","1.82B","2.13%"
"04/25/2021","1,345.54","1,354.50","1,374.52","1,342.03","1.61B","-0.33%"
"04/18/2021","1,350.06","1,345.83","1,357.23","1,293.31","1.47B","0.16%"
"04/11/2021","1,347.95","1,336.16","1,352.73","1,315.66","1.50B","1.00%"
"04/04/2021","1,334.56","1,345.85","1,357.43","1,315.30","1.56B","-0.43%"
"03/28/2021","1,340.30","1,326.36","1,340.30","1,295.99","1.40B","0.68%"
"03/21/2021","1,331.26","1,356.48","1,358.02","1,250.52","1.95B","-1.76%"
"03/14/2021","1,355.09","1,396.71","1,397.62","1,333.21","2.42B","-3.05%"
"03/07/2021","1,397.66","1,307.89","1,399.31","1,306.91","2.39B","7.34%"
"02/28/2021","1,302.12","1,290.35","1,320.43","1,249.40","2.58B","1.84%"
"02/21/2021","1,278.56","1,286.16","1,330.55","1,261.26","2.89B","-0.79%"
"02/14/2021","1,288.77","1,301.17","1,309.05","1,262.92","1.57B","-0.70%"
"02/07/2021","1,297.90","1,256.86","1,305.50","1,256.86","2.16B","3.60%"
"01/31/2021","1,252.75","1,192.24","1,252.77","1,182.12","2.26B","5.39%"
"01/24/2021","1,188.71","1,233.39","1,258.83","1,184.02","3.82B","-3.49%"
"01/17/2021","1,231.70","1,217.79","1,237.20","1,202.01","2.00B","1.63%"
"01/10/2021","1,211.91","1,182.45","1,237.54","1,174.10","2.46B","1.82%"
"01/03/2021","1,190.26","1,123.86","1,206.07","1,094.37","2.84B","6.37%"
"12/27/2020","1,118.93","1,127.61","1,133.23","1,101.52","1.46B","-0.23%"
"12/20/2020","1,121.51","1,098.24","1,126.31","1,087.48","1.45B","1.20%"
"12/13/2020","1,108.16","1,093.22","1,122.80","1,083.05","2.61B","1.99%"
"12/06/2020","1,086.59","1,083.72","1,103.95","1,074.03","2.17B","0.11%"
"11/29/2020","1,085.44","1,056.40","1,085.81","1,032.86","2.30B","2.43%"
"11/22/2020","1,059.67","1,028.05","1,074.50","1,028.05","1.73B","3.87%"
"11/15/2020","1,020.23","1,008.32","1,037.26","1,004.38","2.26B","2.61%"
"11/08/2020","994.29","948.41","1,001.13","948.41","2.63B","7.47%"
"11/01/2020","925.22","885.43","939.45","883.66","2.04B","5.55%"
"10/25/2020","876.59","924.87","924.87","869.16","2.13B","-6.12%"
"10/18/2020","933.72","926.86","935.76","912.02","2.00B","1.08%"
"10/11/2020","923.71","927.44","934.55","904.58","1.89B","-0.27%"
"10/04/2020","926.19","882.83","932.54","882.83","2.36B","5.66%"
"09/27/2020","876.58","843.95","879.62","843.95","2.63B","4.99%"
"09/20/2020","834.93","858.18","858.18","814.65","2.34B","-4.09%"
"09/13/2020","870.57","867.29","894.25","861.39","2.91B","1.00%"
"09/06/2020","861.93","885.08","886.66","855.28","1.67B","-3.35%"
"08/30/2020","891.81","910.49","922.22","876.56","2.50B","-2.22%"
"08/23/2020","912.02","899.66","914.57","896.62","1.83B","1.93%"
"08/16/2020","894.74","919.10","920.26","889.38","1.96B","-2.52%"
"08/09/2020","917.90","914.10","937.09","910.62","2.32B","0.68%"
"08/02/2020","911.67","868.55","911.78","864.68","2.68B","5.35%"
"07/26/2020","865.38","851.93","878.54","848.15","2.79B","1.62%"
"07/19/2020","851.59","845.08","873.52","838.08","2.56B","0.52%"
"07/12/2020","847.18","824.08","857.53","805.79","2.41B","3.65%"
"07/05/2020","817.37","836.36","842.94","792.12","2.61B","-0.80%"
"06/28/2020","823.95","796.16","841.66","794.11","2.18B","4.47%"
"06/21/2020","788.69","814.78","837.40","787.46","3.69B","-3.67%"
"06/14/2020","818.76","790.40","865.10","783.83","4.16B","0.77%"
"06/07/2020","812.49","910.80","919.91","790.85","5.65B","-9.66%"
"05/31/2020","899.33","805.24","911.53","803.54","4.34B","11.98%"
"05/24/2020","803.11","796.53","846.92","791.94","2.93B","3.58%"
"05/17/2020","775.34","733.69","776.55","733.69","3.45B","8.84%"
"05/10/2020","712.38","764.21","766.27","667.48","4.04B","-7.59%"
"05/03/2020","770.87","730.49","770.87","721.72","3.25B","4.17%"
"04/26/2020","740.02","720.35","810.26","720.35","4.37B","3.48%"
"04/19/2020","715.14","710.97","719.95","685.63","4.11B","-1.03%"
"04/12/2020","722.58","740.66","741.39","677.65","3.34B","-2.78%"
"04/05/2020","743.23","645.21","745.16","645.21","3.26B","19.42%"
"03/29/2020","622.35","672.34","691.24","610.39","3.44B","-7.10%"
"03/22/2020","669.88","606.14","701.58","577.38","3.81B","10.80%"
"03/15/2020","604.59","704.65","704.65","582.41","4.66B","-16.72%"
"03/08/2020","725.98","841.25","841.25","666.12","4.44B","-16.28%"
"03/01/2020","867.20","888.03","922.99","848.02","3.05B","-1.99%"
"02/23/2020","884.78","990.08","990.08","869.24","3.46B","-12.37%"
"02/16/2020","1,009.62","1,016.12","1,023.21","1,006.26","1.89B","-0.85%"
"02/09/2020","1,018.27","1,000.29","1,024.89","999.44","2.18B","1.62%"
"02/02/2020","1,002.05","983.45","1,024.84","983.45","2.35B","2.27%"
"01/26/2020","979.84","1,003.18","1,016.33","977.68","2.29B","-3.56%"
"01/19/2020","1,015.98","1,035.43","1,035.43","1,010.16","2.15B","-2.24%"
"01/12/2020","1,039.28","1,011.02","1,046.34","1,008.29","2.33B","2.81%"
"01/05/2020","1,010.84","1,014.30","1,021.02","1,006.82","2.34B","-0.99%"
"12/29/2019","1,020.93","1,019.86","1,027.08","1,011.31","2.07B","0.20%"
"12/22/2019","1,018.87","1,024.68","1,026.04","1,017.34","1.39B","-0.39%"
"12/15/2019","1,022.88","1,008.63","1,026.15","1,007.58","3.18B","2.00%"
"12/08/2019","1,002.79","999.71","1,015.30","995.07","2.22B","0.07%"
"12/01/2019","1,002.13","994.94","1,006.07","968.87","2.37B","0.87%"
"11/24/2019","993.51","976.80","1,001.13","976.61","1.46B","2.20%"
"11/17/2019","972.13","980.81","983.42","967.08","2.15B","-1.08%"
"11/10/2019","982.71","983.42","991.52","975.20","2.28B","-0.59%"
"11/03/2019","988.56","987.38","997.05","982.42","2.70B","0.83%"
"10/27/2019","980.42","971.59","983.06","958.91","2.41B","1.27%"
"10/20/2019","968.12","957.08","970.60","955.53","2.23B","1.87%"
"10/13/2019","950.37","932.14","956.11","926.79","2.04B","1.58%"
"10/06/2019","935.60","927.92","945.59","912.25","1.98B","0.55%"
"09/29/2019","930.46","947.62","958.34","906.71","2.10B","-1.67%"
"09/22/2019","946.31","958.31","966.50","942.26","2.17B","-1.64%"
"09/15/2019","962.11","973.43","982.98","957.85","2.79B","-1.42%"
"09/08/2019","975.95","932.71","983.13","930.90","2.69B","4.93%"
"09/01/2019","930.11","913.07","940.36","902.43","1.64B","1.24%"
"08/25/2019","918.74","904.38","925.43","891.60","1.90B","2.48%"
"08/18/2019","896.50","929.46","934.39","894.72","1.79B","-2.51%"
"08/11/2019","919.62","926.26","939.57","895.90","1.97B","-1.20%"
"08/04/2019","930.75","927.47","943.04","901.75","2.34B","-0.79%"
"07/28/2019","938.14","962.02","977.96","930.79","2.37B","-2.53%"
"07/21/2019","962.51","942.12","964.35","937.26","1.91B","2.35%"
"07/14/2019","940.44","954.19","955.42","937.59","1.82B","-1.27%"
"07/07/2019","952.53","955.05","955.94","939.98","1.62B","-0.61%"
"06/30/2019","958.42","962.35","967.46","943.25","1.18B","0.54%"
"06/23/2019","953.25","938.24","955.10","921.79","2.33B","1.73%"
"06/16/2019","937.05","924.55","948.00","923.48","2.11B","1.46%"
"06/09/2019","923.57","924.00","935.04","918.44","1.78B","0.40%"
"06/02/2019","919.89","888.96","923.44","887.50","1.99B","3.51%"
"05/26/2019","888.72","918.65","921.36","885.70","1.67B","-3.14%"
"05/19/2019","917.54","928.60","941.04","904.74","1.93B","-1.82%"
"05/12/2019","934.56","950.34","955.95","932.52","1.77B","-3.08%"
"05/05/2019","964.29","976.10","991.44","947.04","2.04B","-2.52%"
"04/28/2019","989.22","973.54","989.41","960.07","2.08B","1.68%"
"04/21/2019","972.87","961.51","977.14","953.13","1.76B","1.06%"
"04/14/2019","962.66","971.08","973.61","958.15","1.23B","-0.75%"
"04/07/2019","969.91","964.29","972.91","951.88","1.59B","0.39%"
"03/31/2019","966.15","944.03","966.71","942.22","1.72B","2.86%"
"03/24/2019","939.30","917.18","945.79","911.36","1.74B","2.31%"
"03/17/2019","918.09","948.15","958.89","918.05","1.88B","-3.08%"
"03/10/2019","947.25","936.25","956.39","936.16","2.13B","1.40%"
"03/03/2019","934.18","980.23","981.13","927.95","1.96B","-4.56%"
"02/24/2019","978.79","990.87","994.00","969.81","2.07B","-0.86%"
"02/17/2019","987.29","973.18","988.86","971.90","1.53B","1.24%"
"02/10/2019","975.24","936.08","975.96","933.27","1.79B","4.35%"
"02/03/2019","934.59","933.32","948.45","928.17","1.66B","0.11%"
"01/27/2019","933.58","916.06","936.14","910.69","1.78B","1.15%"
"01/20/2019","922.98","919.19","924.69","901.92","1.23B","-0.14%"
"01/13/2019","924.28","896.75","927.83","891.57","1.65B","2.47%"
"01/06/2019","902.03","862.72","902.42","860.37","1.93B","4.61%"
"12/30/2018","862.32","844.13","863.96","829.93","1.53B","2.63%"
"12/23/2018","840.21","804.68","851.55","793.86","1.32B","3.78%"
"12/16/2018","809.61","875.85","881.99","807.64","2.92B","-7.80%"
"12/09/2018","878.11","904.43","918.03","875.54","1.98B","-3.00%"
"12/02/2018","905.26","971.56","974.32","900.35","1.59B","-5.99%"
"11/25/2018","962.95","944.38","964.38","932.33","1.79B","2.71%"
"11/18/2018","937.56","959.92","961.38","926.53","1.09B","-2.48%"
"11/11/2018","961.44","971.22","971.22","939.05","1.87B","-1.15%"
"11/04/2018","972.65","974.56","994.07","965.68","2.13B","-0.08%"
"10/28/2018","973.43","942.33","977.49","920.22","2.22B","4.43%"
"10/21/2018","932.15","964.34","970.33","915.23","1.84B","-3.11%"
"10/14/2018","962.06","964.67","997.84","959.52","1.55B","-0.34%"
"10/07/2018","965.38","1,018.22","1,024.16","956.02","1.82B","-5.42%"
"09/30/2018","1,020.67","1,066.14","1,066.58","1,012.95","1.73B","-3.88%"
"09/23/2018","1,061.92","1,072.89","1,072.89","1,055.23","1.55B","-1.16%"
"09/16/2018","1,074.35","1,085.89","1,085.89","1,069.45","1.93B","-1.10%"
"09/09/2018","1,086.35","1,085.05","1,088.06","1,072.01","1.46B","0.48%"
"09/02/2018","1,081.15","1,096.53","1,097.13","1,077.85","1.27B","-1.57%"
"08/26/2018","1,098.36","1,095.48","1,100.58","1,087.96","1.48B","0.62%"
"08/19/2018","1,091.55","1,074.43","1,092.71","1,070.38","1.46B","1.77%"
"08/12/2018","1,072.59","1,061.76","1,073.12","1,052.10","1.68B","1.04%"
"08/05/2018","1,061.55","1,053.92","1,067.38","1,052.70","1.75B","0.75%"
"07/29/2018","1,053.61","1,042.08","1,061.93","1,036.02","1.79B","1.18%"
"07/22/2018","1,041.30","1,054.34","1,062.96","1,039.57","1.63B","-1.39%"
"07/15/2018","1,055.99","1,046.33","1,060.56","1,037.43","1.38B","0.97%"
"07/08/2018","1,045.81","1,052.78","1,059.49","1,039.33","1.49B","-0.39%"
"07/01/2018","1,049.94","1,012.49","1,051.05","1,009.53","1.03B","3.20%"
"06/24/2018","1,017.38","1,038.83","1,038.83","1,011.38","1.70B","-2.42%"
"06/17/2018","1,042.57","1,035.55","1,053.18","1,032.13","2.11B","0.29%"
"06/10/2018","1,039.54","1,039.27","1,045.09","1,031.59","2.01B","0.09%"
"06/03/2018","1,038.61","1,018.95","1,040.99","1,016.12","1.77B","2.27%"
"05/27/2018","1,015.57","999.26","1,020.54","995.62","1.48B","1.09%"
"05/20/2018","1,004.64","1,006.85","1,014.51","997.20","1.56B","0.21%"
"05/13/2018","1,002.57","989.01","1,004.07","977.36","1.75B","1.59%"
"05/06/2018","986.87","961.36","989.79","961.16","1.96B","2.91%"
"04/29/2018","958.92","957.72","963.84","937.51","1.95B","0.29%"
"04/22/2018","956.18","963.60","969.42","949.80","1.71B","-0.58%"
"04/15/2018","961.76","956.98","980.27","953.49","1.54B","0.94%"
"04/08/2018","952.77","939.48","960.12","931.67","1.50B","1.98%"
"04/01/2018","934.29","935.98","952.22","911.10","1.71B","-0.44%"
"03/25/2018","938.46","932.15","946.34","924.90","1.46B","1.66%"
"03/18/2018","923.12","966.44","969.65","923.12","1.63B","-4.78%"
"03/11/2018","969.45","972.39","979.52","958.09","2.19B","-0.08%"
"03/04/2018","970.26","928.78","970.70","927.24","1.80B","4.03%"
"02/25/2018","932.68","948.32","955.78","909.03","2.07B","-1.47%"
"02/18/2018","946.55","938.30","948.98","931.02","1.44B","0.48%"
"02/11/2018","942.05","906.34","947.05","894.72","1.78B","4.35%"
"02/04/2018","902.80","935.98","942.79","878.99","2.23B","-4.31%"
"01/28/2018","943.49","978.73","980.19","942.76","1.96B","-3.68%"
"01/21/2018","979.57","975.18","982.18","968.91","1.64B","0.36%"
"01/14/2018","976.07","973.57","978.35","957.77","1.31B","0.71%"
"01/07/2018","969.17","948.08","973.85","942.11","1.77B","2.11%"
"12/31/2017","949.18","939.33","949.20","938.38","1.46B","1.38%"
"12/24/2017","936.26","938.56","945.69","936.26","1.00B","-0.33%"
